Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2009-01-02,0.09486261687092573,0.048110040544205805,0.11709324601266362,0.10947851904824488,0.17062298745497176,0.1281961058777314,0.09804786078459023,0.1122409738575238,0.030388625072350826,0.031053687017110518,0.05990533745968139
2009-01-05,0.09470407346237605,0.048888579452520425,0.11711743455383682,0.11122544301377515,0.16773945287349237,0.12757907615025207,0.09770734207142878,0.11326021692969762,0.030652148905520947,0.030697980151426663,0.060428252435673194
2009-01-06,0.09533921816568136,0.049051155078802755,0.11501481483721142,0.11046642490263454,0.16998060003971005,0.12462717852620091,0.0984579323868427,0.11472421579482849,0.031117402915136066,0.031946909109160586,0.05927414824379106
2009-01-07,0.09621962698319673,0.04874726594741097,0.11719127705983835,0.10980361998086237,0.1669719851478204,0.12713719922752176,0.09780826337180563,0.11362522640663461,0.030456973349504025,0.031730463419569886,0.06030809910583523
2009-01-08,0.09694312161274231,0.04867881369973826,0.11472745322366326,0.11056829773059386,0.16628541718508524,0.1273047085008402,0.09816188153841474,0.11449124718266493,0.031115490835487848,0.03133544235332577,0.060388126137443536
2009-01-09,0.09664160284978845,0.04818711715876482,0.11627835941766798,0.10953303543024782,0.16459033927877273,0.12855709057240386,0.09842183198958963,0.1144596049478473,0.031146019031775555,0.030757986649074816,0.061427012674067104
2009-01-12,0.09737649110533138,0.04782251868945277,0.11885928247025948,0.10916589187683447,0.15760372409633241,0.1308389406727465,0.0988708119876801,0.11565515094522812,0.030546699381992615,0.029881141942765675,0.06337934683137651
2009-01-13,0.0969083422042181,0.04734244029479155,0.1190966856440796,0.11121627318259503,0.1592534084916291,0.13184465439458132,0.09661816004245806,0.11497450007284765,0.030651405703395886,0.030556324096314605,0.06153780587308909
2009-01-14,0.09751559822713014,0.04690598002551367,0.12096687980864226,0.11076362769470634,0.15373641508289465,0.13466868682775845,0.0965903638288268,0.11481345741249561,0.030583942180973312,0.03019243327942273,0.06326261563163603
2009-01-15,0.09661042976205501,0.04784603162532938,0.12194734877393419,0.11234780012259055,0.14406573421035068,0.13630778711586578,0.09784972246690059,0.11655689794952126,0.031631408366279146,0.030995079070428776,0.06384176053674463
2009-01-16,0.09635847731532673,0.04825460557686133,0.12247800844816853,0.11268941044606288,0.13812471174089153,0.13681300259959273,0.09859814770959145,0.11778450615043624,0.03201121656312154,0.03206905272924499,0.06481886072070206
2009-01-20,0.09747269254571121,0.047921177562934535,0.12775778291565976,0.11414310463377372,0.12341189139773841,0.14119034979622236,0.09944100125521263,0.11821160785174918,0.03234420233543512,0.0304019833727546,0.06770420633280853
2009-01-21,0.09835990340378022,0.04709963564469356,0.12230508579610676,0.11518062375608494,0.1349659947750128,0.1374973675711507,0.09681556768150258,0.11867415583218371,0.03198079768826783,0.03182757437240583,0.0652932934788111
2009-01-22,0.09979068545332992,0.047454794697784984,0.1241300869851078,0.11453035823794726,0.1292970134994394,0.1403750790792946,0.09834002581278024,0.1164855154231585,0.03192955419020744,0.031230511409755093,0.06643637521119466
2009-01-23,0.10174297796183324,0.046964229777029236,0.12185841161429976,0.11646679316157005,0.1328984479021381,0.1383596899763713,0.0946000347191898,0.11709419369873426,0.032301962990285184,0.03174964041572531,0.06596361778282377
2009-01-26,0.10192050959141355,0.047063675806945114,0.12211781623622205,0.1176121480682351,0.1291922925980485,0.1380605284036294,0.09505852103205589,0.11822872709162786,0.0320451155949377,0.031472552434780865,0.06722811314210402
2009-01-27,0.10132752536212782,0.04638161718189665,0.12127094540210394,0.11615139895248586,0.13265151906649736,0.1390169839327288,0.09510309195927512,0.11822613216965858,0.031715186250937,0.03154349590617319,0.06661210381611563
2009-01-28,0.10147710369758363,0.046201206217438145,0.1179735489475472,0.11464779994733129,0.14406118961316286,0.13545831240146294,0.09431655962922691,0.11719145500707508,0.03140269318778517,0.03281683020465344,0.06445330114673328
2009-01-29,0.10236735125069583,0.04603176921755016,0.12098921460884918,0.1142931127176769,0.13760370254494614,0.13826288583606614,0.09357808691994374,0.11729210118083876,0.031701766356496706,0.03134920536893527,0.06653080399800113
2009-01-30,0.10296314799401826,0.04692569922208494,0.11988600305992886,0.11505414851026328,0.13709695318981513,0.13965694110229646,0.09291990371703927,0.1164406449425858,0.031484834545579723,0.03087616457317377,0.06669555914321454
2009-02-02,0.1038245958358728,0.04683343185511248,0.11892901845861134,0.11413822370491415,0.13689992203410956,0.14068996488811608,0.09096590300136811,0.11845696578454178,0.03111209712687991,0.03114723018001349,0.06700264713046035
2009-02-03,0.10352930739827274,0.047665366743374446,0.12023284466122376,0.11490145566704885,0.13145520481373502,0.14228555234337262,0.09187053126626075,0.11940815302282819,0.031185065979418242,0.0306392167287694,0.06682730137569595
2009-02-04,0.10297335356006747,0.04689800640528391,0.11762916532940014,0.11567023587292262,0.13140450491990527,0.14240225398185807,0.09178770422117244,0.12106694768778185,0.03216245343069697,0.030326957582142315,0.06767841700876888
2009-02-05,0.10326907015189454,0.04754736651881209,0.11756077703741744,0.11668674108113053,0.1320232882363025,0.14145112600420245,0.0910737152665103,0.12170088496549669,0.03265695423921596,0.029334788917988058,0.06669528758102952
2009-02-06,0.10386543118414256,0.047953253148389004,0.11599983649623655,0.11483750272730038,0.13809257880087233,0.13871829592065216,0.09073436190298051,0.1218674864729384,0.03265691339566252,0.030107203311392824,0.06516713663943283
2009-02-09,0.10471508785155074,0.047845569696733536,0.11417606177677626,0.11488814501157883,0.13976667892703631,0.1377659974983953,0.09233635065378225,0.12163140555698626,0.032294551026226616,0.030342882851966888,0.0642372691489671
2009-02-10,0.10483167558898286,0.048097894138964245,0.11653645103164233,0.1153620956997495,0.13188272420346211,0.14023675803565175,0.09219158464574023,0.12295756472400557,0.03268330184588337,0.02935145487180299,0.06586849521411497
2009-02-11,0.10357745406906733,0.04782679613903362,0.11623017707279784,0.11260019427002657,0.13760333933779906,0.14069113667129382,0.09184172323943378,0.12243330161812617,0.03262000276762478,0.02942543907076037,0.06515043574403667
2009-02-12,0.10428543322288836,0.04778964014534747,0.11756267015308794,0.1122377768240993,0.13609090029040485,0.14175396598980286,0.09088329678100297,0.12288594909575723,0.033060473085834166,0.02885616291139007,0.06459373150038482
2009-02-13,0.1046014692902123,0.0476556052947966,0.11746908728308496,0.11341579718151423,0.13290542167712815,0.14202563882363303,0.09174565411444828,0.12400475984741322,0.03305295214341589,0.027791046522570365,0.06533256782178304
2009-02-17,0.10488332250526779,0.04817648192583266,0.12141935814947173,0.11135002040164393,0.12660950546685854,0.1461366672763603,0.09158851587414216,0.1238839177986282,0.03315328564777091,0.027255108851180064,0.06554381610284371
2009-02-18,0.1056771771643949,0.048160504770388295,0.12273021173566344,0.11145339315102794,0.12585973459215807,0.14568996027717054,0.09103080580194874,0.12412738898094816,0.03319749742970354,0.027530658520118344,0.06454266757647804
2009-02-19,0.10540182408325284,0.048325909764364884,0.1254407969185849,0.11322193868419042,0.12082314685441228,0.14778279816349588,0.09051754033508787,0.12268136625381933,0.03320639424652823,0.026625498984021525,0.0659727857122419
2009-02-20,0.1074015508449387,0.048758035011778396,0.1250906428797434,0.11152800160149895,0.11841123758257475,0.14760387110950002,0.089598260244997,0.12396952823974342,0.034005179702377854,0.028523954193940514,0.06510973858890705
2009-02-23,0.1069557735530435,0.04914914083455563,0.1263396741158572,0.11080142960482114,0.11999361145694253,0.14884906349705007,0.08871180213545589,0.1225712779247189,0.032982760960675025,0.027562818679621515,0.06608264723725853
2009-02-24,0.10697778071098189,0.04960644721310253,0.12333617921537093,0.11098996550633106,0.1279393398695222,0.1453102341281407,0.08783503016429066,0.12131277699345809,0.032498200106709674,0.028547066347032482,0.06564697974505981
2009-02-25,0.10799368102416071,0.049392708050419704,0.12343763756072412,0.11085488890159614,0.12905951087207007,0.14423504596199543,0.08624042640310435,0.12172425835560922,0.03260216518212602,0.028419174504251188,0.06604050318394307
2009-02-26,0.10865247625953094,0.04946982998399102,0.12255652586097156,0.11240533623637393,0.1331767189101179,0.1391282884438163,0.08605146016910668,0.1213231525377927,0.03309944765039948,0.02788138709976309,0.06625537684813643
2009-02-27,0.11200145456162891,0.050769327936609404,0.12560178591283155,0.1117511370221315,0.12410545356609352,0.13633774884358835,0.08597222737994521,0.12390803641066744,0.03395959159888435,0.02834595126587435,0.06724728550174533
2009-03-02,0.1132870269797593,0.050883750965893405,0.12826903906131557,0.1099883465181484,0.1214316824004415,0.13694196557210853,0.08411015389411883,0.12589400121843772,0.03308914404702509,0.027547106352799052,0.06855778298995265
2009-03-03,0.11335448001826551,0.05061307091644643,0.12800909044303957,0.1106958769143196,0.12048947977489348,0.13744632697356082,0.08352095818918091,0.12727810720693788,0.033880501850257976,0.027740566516371187,0.06697154119672666
2009-03-04,0.11158165324303981,0.051154187195978376,0.1273347229403988,0.11309654893689394,0.11716188050556388,0.1386127160328897,0.08397587946044179,0.1284044955202419,0.034543516728318575,0.027904324379317585,0.06623007505691561
2009-03-05,0.11253400300883976,0.05135039196603791,0.12992482296581281,0.11218432174918351,0.11152289410741754,0.13980300843372742,0.08350762181139872,0.1297013330927052,0.03511340141012536,0.027445790799474994,0.0669124106552768
2009-03-06,0.11265289144957749,0.05045786170636574,0.1307993199324306,0.1140086783946956,0.10994518977700096,0.1407151938229171,0.08350903783244212,0.12818860783661382,0.03524308543249283,0.02719777709917668,0.06728235671628709
2009-03-09,0.10936085033127202,0.05064658722154188,0.12988771083863399,0.11574860795217912,0.11344751091138024,0.13990315937535266,0.08406445510537354,0.127348277758649,0.03508827638290848,0.02820709119171521,0.06629747293099378
2009-03-10,0.10857707541336103,0.05131843399932811,0.12483046070620268,0.11451453478337062,0.12240092934500596,0.13651881964431067,0.08547460355888828,0.12864598021627968,0.034423511389632816,0.029901121973115247,0.06339452897050493
2009-03-11,0.10991840557695082,0.051800426280749594,0.12349704789181817,0.11261621403167289,0.12493212380255458,0.13367775012824992,0.08542695350566575,0.13084562295232377,0.0351108211408271,0.02955448288525225,0.0626201518039351
2009-03-12,0.10850299882172663,0.05169059851696722,0.12179050097535014,0.11164784472159212,0.13100330413144615,0.1349615627524892,0.08560204354106822,0.12911851862278165,0.034421778083318394,0.030348659616833067,0.06091219021642721
2009-03-13,0.10836282144406999,0.05157158103274554,0.12277213603429937,0.11014898707969639,0.13096916196054614,0.13816715906063498,0.08472056382083804,0.12788761759991782,0.0346963059962341,0.02950212100705005,0.0612015449639676
2009-03-16,0.10735727417690762,0.05082986097814119,0.12379656490067868,0.11145036392469494,0.13241786854583293,0.1372548198893136,0.08572472363899554,0.1260207538516443,0.03452130873432869,0.02772228580634964,0.06290417555311291
2009-03-17,0.10844083102127038,0.05157087399841663,0.12188219592964199,0.11132426151628462,0.1357349402672569,0.13518790674925,0.08529335702032345,0.12624185688079193,0.03366788126748221,0.028664780736831808,0.061991114612450084
2009-03-18,0.10663790716891514,0.05177875426542169,0.11863871947867823,0.10947125768783977,0.14605300262152301,0.13248442133023497,0.08451058143555343,0.12537452685760325,0.033797693861673146,0.029151332938584112,0.06210180235397328
2009-03-19,0.10705490695867353,0.05242564163303515,0.11930376548013964,0.11282303910589542,0.13670148357303333,0.13124069469615823,0.08513280214187531,0.12830950994470694,0.035155291368444544,0.028331310518911666,0.06352155457912621
2009-03-20,0.10812528464602944,0.052362540202544876,0.12172422106332194,0.11077872105833875,0.13370395231975865,0.13392892021532374,0.08396994100516114,0.12847021373249465,0.03534671192090122,0.026898673236392955,0.06469082059973266
2009-03-23,0.10663935678874938,0.05208630650776877,0.11779180861580646,0.11122322086518206,0.1447234726205498,0.12998767557577398,0.08398757512216597,0.1277057525950447,0.03472769771835302,0.02859281737978245,0.06253431621082339
2009-03-24,0.10752266774424922,0.05200942451651797,0.11951616974376544,0.11150321812435775,0.1405441789687906,0.13070902144154048,0.084995339031325,0.12789228095285904,0.03527228659869707,0.027282378372500162,0.06275303450539733
2009-03-25,0.10615417124848799,0.05200863827948432,0.11985562925069077,0.11069286485729961,0.14338158002139517,0.13035753519329413,0.0847343893178696,0.12723424337609046,0.035604851311261655,0.02773849711484103,0.06223760002928523
2009-03-26,0.10634286220766849,0.052877782535157396,0.11871556715442311,0.1089688793245624,0.14124222504052336,0.1293222014009241,0.08711573505187359,0.12995600248093137,0.03616577874239394,0.02773710468897738,0.061555861372564885
2009-03-27,0.10710451420745876,0.0526530838686976,0.12059094381241885,0.10846050322331449,0.13934936303721868,0.1307961423821214,0.0871749237007246,0.12852064952118047,0.036091634504011594,0.027346518331792684,0.0619117234110609
2009-03-30,0.10864653378009574,0.05311229461066688,0.1224562401959063,0.10873102167435592,0.13191664276403176,0.13421662711691817,0.08610029001037603,0.12913843584877693,0.035928268603825884,0.026731789853475824,0.06302185554157054
2009-03-31,0.10792019314607987,0.052651691913006775,0.12051274736448876,0.10638159840260228,0.13784869483387277,0.13295066251526408,0.08577024344494412,0.12983513540716526,0.03542640595681206,0.027838495867437994,0.062864131148326
2009-04-01,0.10879898885057475,0.05291130837983678,0.12035397561054527,0.10659957121254386,0.13866439905252329,0.13078933573487703,0.085501771635538,0.1310229036699482,0.03615031257115287,0.027398727652931283,0.06180870562952862
2009-04-02,0.10954162932269063,0.05387850048455993,0.11909581265911748,0.10716592987088878,0.13816054497673785,0.12810437949414505,0.08789962358013152,0.13123369620264663,0.035885466752007704,0.028691402503563175,0.06034301415351122
2009-04-03,0.10944391368461308,0.054633137861323205,0.11765859887968778,0.10734695492435159,0.1417569758086748,0.12445824040816436,0.08767696916066056,0.1308458488121919,0.03590448580520692,0.030504901406525384,0.05976997324860034
2009-04-06,0.109706306519194,0.05490020969935793,0.11843455592360025,0.10635621374201241,0.139017104250037,0.1264486893966785,0.08871263468393051,0.1311545403362551,0.03551062549926243,0.030151033461128112,0.05960808648854378
2009-04-07,0.10912185566662512,0.05411913449911076,0.1194791247189225,0.10603119679547655,0.1391044588670904,0.1282067233998307,0.08778697236325647,0.13098273003930755,0.03534093824817101,0.028622665935682464,0.061204199466526485
2009-04-08,0.10875593591248996,0.05469320283985678,0.11911222714635944,0.10604372680064313,0.13798274277274777,0.12836043400497876,0.08754464669860619,0.13187449562713122,0.03529937835264735,0.028868802608523782,0.061464407236015685
